round,entryId,intrinsicValue,priority,activation,userSilence,modelSilence,state,userHit,modelHit
41,wb_mix_哀丽秘榭,70,150,0.000,14,14,Archived,0,0
41,wb_mix_咖啡,45,100,48.064,1,1,Active,0,0
41,wb_mix_Blender,45,100,0.000,23,23,Archived,0,0
41,wb_mix_猫,45,100,70.241,5,5,Active,0,0
41,wb_mix_星穹铁道,45,100,0.000,10,10,Archived,0,0
41,wb_mix_今天下午,15,80,42.980,7,5,Active,0,0
41,wb_mix_上周电影,15,80,34.961,4,4,Active,0,0
41,wb_mix_天气,15,80,41.826,3,3,Active,0,0
42,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
42,wb_mix_昔涟主角,90,200,21.327,9,9,Dormant,0,0
42,wb_mix_哀丽秘榭,70,150,70.000,0,0,Active,1,0
42,wb_mix_咖啡,45,100,46.990,2,2,Active,0,0
42,wb_mix_Blender,45,100,0.000,24,24,Archived,0,0
42,wb_mix_猫,45,100,60.581,6,6,Active,0,0
42,wb_mix_星穹铁道,45,100,0.000,11,11,Archived,0,0
42,wb_mix_今天下午,15,80,15.404,8,6,Dormant,0,0
42,wb_mix_上周电影,15,80,23.342,5,5,Dormant,0,0
42,wb_mix_天气,15,80,34.389,4,4,Active,0,0
43,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
43,wb_mix_昔涟主角,90,200,64.353,0,0,Active,1,0
43,wb_mix_哀丽秘榭,70,150,69.785,1,1,Active,0,0
43,wb_mix_咖啡,45,100,44.576,3,3,Active,0,0
43,wb_mix_Blender,45,100,0.000,25,25,Archived,0,0
43,wb_mix_猫,45,100,47.433,7,7,Active,0,0
43,wb_mix_星穹铁道,45,100,0.000,12,12,Archived,0,0
43,wb_mix_今天下午,15,80,0.000,9,7,Archived,0,0
43,wb_mix_上周电影,15,80,6.611,6,6,Dormant,0,0
43,wb_mix_天气,15,80,22.770,5,5,Dormant,0,0
44,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
44,wb_mix_昔涟主角,90,200,64.164,1,1,Active,0,0
44,wb_mix_哀丽秘榭,70,150,68.924,2,2,Active,0,0
44,wb_mix_咖啡,45,100,40.282,4,4,Active,0,0
44,wb_mix_Blender,45,100,0.000,26,26,Archived,0,0
44,wb_mix_猫,45,100,30.260,8,8,Active,0,0
44,wb_mix_星穹铁道,45,100,0.000,13,13,Archived,0,0
44,wb_mix_今天下午,15,80,0.000,10,8,Archived,0,0
44,wb_mix_上周电影,15,80,0.000,7,7,Archived,0,0
44,wb_mix_天气,15,80,6.039,6,6,Dormant,0,0
45,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
45,wb_mix_昔涟主角,90,200,63.405,2,2,Active,0,0
45,wb_mix_哀丽秘榭,70,150,66.988,3,3,Active,0,0
45,wb_mix_咖啡,45,100,33.574,5,5,Active,0,0
45,wb_mix_Blender,45,100,0.000,27,27,Archived,0,0
45,wb_mix_猫,45,100,8.525,9,9,Dormant,0,0
45,wb_mix_星穹铁道,45,100,0.000,14,14,Archived,0,0
45,wb_mix_今天下午,15,80,0.000,11,9,Archived,0,0
45,wb_mix_上周电影,15,80,0.000,8,8,Archived,0,0
45,wb_mix_天气,15,80,0.000,7,7,Archived,0,0
46,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
46,wb_mix_昔涟主角,90,200,61.697,3,3,Active,0,0
46,wb_mix_哀丽秘榭,70,150,63.546,4,4,Active,0,0
46,wb_mix_咖啡,45,100,23.914,6,6,Dormant,0,0
46,wb_mix_Blender,45,100,0.000,28,28,Archived,0,0
46,wb_mix_猫,45,100,0.000,10,10,Archived,0,0
46,wb_mix_星穹铁道,45,100,0.000,15,15,Archived,0,0
46,wb_mix_今天下午,15,80,0.000,12,10,Archived,0,0
46,wb_mix_上周电影,15,80,0.000,9,9,Archived,0,0
46,wb_mix_天气,15,80,0.000,8,8,Archived,0,0
47,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
47,wb_mix_昔涟主角,90,200,58.661,4,4,Active,0,0
47,wb_mix_哀丽秘榭,70,150,99.640,0,0,Active,1,0
47,wb_mix_咖啡,45,100,10.766,7,7,Dormant,0,0
47,wb_mix_Blender,45,100,0.000,29,29,Archived,0,0
47,wb_mix_猫,45,100,0.000,11,11,Archived,0,0
47,wb_mix_星穹铁道,45,100,0.000,16,16,Archived,0,0
47,wb_mix_今天下午,15,80,0.000,13,11,Archived,0,0
47,wb_mix_上周电影,15,80,0.000,10,10,Archived,0,0
47,wb_mix_天气,15,80,0.000,9,9,Archived,0,0
48,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
48,wb_mix_昔涟主角,90,200,53.918,5,5,Active,0,0
48,wb_mix_哀丽秘榭,70,150,99.425,1,1,Active,0,0
48,wb_mix_咖啡,45,100,0.000,8,8,Archived,0,0
48,wb_mix_Blender,45,100,0.000,30,30,Archived,0,0
48,wb_mix_猫,45,100,45.000,0,0,Active,1,0
48,wb_mix_星穹铁道,45,100,0.000,17,17,Archived,0,0
48,wb_mix_今天下午,15,80,0.000,14,12,Archived,0,0
48,wb_mix_上周电影,15,80,0.000,11,11,Archived,0,0
48,wb_mix_天气,15,80,0.000,10,10,Archived,0,0
49,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
49,wb_mix_昔涟主角,90,200,47.087,6,6,Active,0,0
49,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
49,wb_mix_咖啡,45,100,0.000,9,9,Archived,0,0
49,wb_mix_Blender,45,100,0.000,31,31,Archived,0,0
49,wb_mix_猫,45,100,44.732,1,1,Active,0,0
49,wb_mix_星穹铁道,45,100,0.000,18,18,Archived,0,0
49,wb_mix_今天下午,15,80,0.000,15,13,Archived,0,0
49,wb_mix_上周电影,15,80,0.000,12,12,Archived,0,0
49,wb_mix_天气,15,80,0.000,11,11,Archived,0,0
50,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
50,wb_mix_昔涟主角,90,200,37.790,7,7,Active,0,0
50,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
50,wb_mix_咖啡,45,100,0.000,10,10,Archived,0,0
50,wb_mix_Blender,45,100,0.000,32,32,Archived,0,0
50,wb_mix_猫,45,100,71.663,0,0,Active,1,0
50,wb_mix_星穹铁道,45,100,0.000,19,19,Archived,0,0
50,wb_mix_今天下午,15,80,0.000,16,14,Archived,0,0
50,wb_mix_上周电影,15,80,0.000,13,13,Archived,0,0
50,wb_mix_天气,15,80,0.000,12,12,Archived,0,0
51,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
51,wb_mix_昔涟主角,90,200,25.647,8,8,Dormant,0,0
51,wb_mix_哀丽秘榭,70,150,99.775,2,0,Active,0,1
51,wb_mix_咖啡,45,100,0.000,11,11,Archived,0,0
51,wb_mix_Blender,45,100,0.000,33,33,Archived,0,0
51,wb_mix_猫,45,100,71.395,1,1,Active,0,0
51,wb_mix_星穹铁道,45,100,0.000,20,20,Archived,0,0
51,wb_mix_今天下午,15,80,0.000,17,15,Archived,0,0
51,wb_mix_上周电影,15,80,0.000,14,14,Archived,0,0
51,wb_mix_天气,15,80,0.000,13,13,Archived,0,0
52,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
52,wb_mix_昔涟主角,90,200,10.278,9,9,Dormant,0,0
52,wb_mix_哀丽秘榭,70,150,98.125,3,1,Active,0,0
52,wb_mix_咖啡,45,100,0.000,12,12,Archived,0,0
52,wb_mix_Blender,45,100,0.000,34,34,Archived,0,0
52,wb_mix_猫,45,100,98.326,0,0,Active,1,0
52,wb_mix_星穹铁道,45,100,0.000,21,21,Archived,0,0
52,wb_mix_今天下午,15,80,0.000,18,16,Archived,0,0
52,wb_mix_上周电影,15,80,0.000,15,15,Archived,0,0
52,wb_mix_天气,15,80,0.000,14,14,Archived,0,0
53,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
53,wb_mix_昔涟主角,90,200,0.000,10,10,Archived,0,0
53,wb_mix_哀丽秘榭,70,150,95.113,4,2,Active,0,0
53,wb_mix_咖啡,45,100,0.000,13,13,Archived,0,0
53,wb_mix_Blender,45,100,55.553,0,0,Active,1,0
53,wb_mix_猫,45,100,98.058,1,1,Active,0,0
53,wb_mix_星穹铁道,45,100,0.000,22,22,Archived,0,0
53,wb_mix_今天下午,15,80,0.000,19,17,Archived,0,0
53,wb_mix_上周电影,15,80,0.000,16,16,Archived,0,0
53,wb_mix_天气,15,80,0.000,15,15,Archived,0,0
54,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
54,wb_mix_昔涟主角,90,200,0.000,11,11,Archived,0,0
54,wb_mix_哀丽秘榭,70,150,90.309,5,3,Active,0,0
54,wb_mix_咖啡,45,100,0.000,14,14,Archived,0,0
54,wb_mix_Blender,45,100,55.285,1,1,Active,0,0
54,wb_mix_猫,45,100,96.985,2,2,Active,0,0
54,wb_mix_星穹铁道,45,100,51.355,0,0,Active,1,0
54,wb_mix_今天下午,15,80,0.000,20,18,Archived,0,0
54,wb_mix_上周电影,15,80,0.000,17,17,Archived,0,0
54,wb_mix_天气,15,80,0.000,16,16,Archived,0,0
55,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
55,wb_mix_昔涟主角,90,200,0.000,12,12,Archived,0,0
55,wb_mix_哀丽秘榭,70,150,83.281,6,4,Active,0,0
55,wb_mix_咖啡,45,100,0.000,15,15,Archived,0,0
55,wb_mix_Blender,45,100,54.212,2,2,Active,0,0
55,wb_mix_猫,45,100,94.570,3,3,Active,0,0
55,wb_mix_星穹铁道,45,100,51.087,1,1,Active,0,0
55,wb_mix_今天下午,15,80,0.000,21,19,Archived,0,0
55,wb_mix_上周电影,15,80,48.904,0,0,Active,1,0
55,wb_mix_天气,15,80,0.000,17,17,Archived,0,0
56,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
56,wb_mix_昔涟主角,90,200,0.000,13,13,Archived,0,0
56,wb_mix_哀丽秘榭,70,150,73.599,7,5,Active,0,0
56,wb_mix_咖啡,45,100,0.000,16,16,Archived,0,0
56,wb_mix_Blender,45,100,51.797,3,3,Active,0,0
56,wb_mix_猫,45,100,90.276,4,4,Active,0,0
56,wb_mix_星穹铁道,45,100,50.013,2,2,Active,0,0
56,wb_mix_今天下午,15,80,0.000,22,20,Archived,0,0
56,wb_mix_上周电影,15,80,48.439,1,1,Active,0,0
56,wb_mix_天气,15,80,0.000,18,18,Archived,0,0
57,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
57,wb_mix_昔涟主角,90,200,0.000,14,14,Archived,0,0
57,wb_mix_哀丽秘榭,70,150,60.834,8,6,Active,0,0
57,wb_mix_咖啡,45,100,0.000,17,17,Archived,0,0
57,wb_mix_Blender,45,100,47.504,4,4,Active,0,0
57,wb_mix_猫,45,100,83.568,5,5,Active,0,0
57,wb_mix_星穹铁道,45,100,47.598,3,3,Active,0,0
57,wb_mix_今天下午,15,80,0.000,23,21,Archived,0,0
57,wb_mix_上周电影,15,80,48.429,2,0,Active,0,1
57,wb_mix_天气,15,80,0.000,19,19,Archived,0,0
58,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
58,wb_mix_昔涟主角,90,200,0.000,15,15,Archived,0,0
58,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
58,wb_mix_咖啡,45,100,0.000,18,18,Archived,0,0
58,wb_mix_Blender,45,100,40.795,5,5,Active,0,0
58,wb_mix_猫,45,100,73.908,6,6,Active,0,0
58,wb_mix_星穹铁道,45,100,43.305,4,4,Active,0,0
58,wb_mix_今天下午,15,80,0.000,24,22,Archived,0,0
58,wb_mix_上周电影,15,80,44.866,3,1,Active,0,0
58,wb_mix_天气,15,80,0.000,20,20,Archived,0,0
59,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
59,wb_mix_昔涟主角,90,200,0.000,16,16,Archived,0,0
59,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
59,wb_mix_咖啡,45,100,0.000,19,19,Archived,0,0
59,wb_mix_Blender,45,100,31.136,6,6,Active,0,0
59,wb_mix_猫,45,100,60.760,7,7,Active,0,0
59,wb_mix_星穹铁道,45,100,36.597,5,5,Active,0,0
59,wb_mix_今天下午,15,80,0.000,25,23,Archived,0,0
59,wb_mix_上周电影,15,80,38.359,4,2,Active,0,0
59,wb_mix_天气,15,80,0.000,21,21,Archived,0,0
60,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
60,wb_mix_昔涟主角,90,200,0.000,17,17,Archived,0,0
60,wb_mix_哀丽秘榭,70,150,98.924,2,2,Active,0,0
60,wb_mix_咖啡,45,100,0.000,20,20,Archived,0,0
60,wb_mix_Blender,45,100,17.988,7,7,Dormant,0,0
60,wb_mix_猫,45,100,43.587,8,8,Active,0,0
60,wb_mix_星穹铁道,45,100,26.937,6,6,Dormant,0,0
60,wb_mix_今天下午,15,80,0.000,26,24,Archived,0,0
60,wb_mix_上周电影,15,80,27.980,5,3,Dormant,0,0
60,wb_mix_天气,15,80,0.000,22,22,Archived,0,0
61,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
61,wb_mix_昔涟主角,90,200,0.000,18,18,Archived,0,0
61,wb_mix_哀丽秘榭,70,150,96.988,3,3,Active,0,0
61,wb_mix_咖啡,45,100,50.445,0,0,Active,1,0
61,wb_mix_Blender,45,100,0.815,8,8,Dormant,0,0
61,wb_mix_猫,45,100,21.853,9,9,Dormant,0,0
61,wb_mix_星穹铁道,45,100,13.789,7,7,Dormant,0,0
61,wb_mix_今天下午,15,80,0.000,27,25,Archived,0,0
61,wb_mix_上周电影,15,80,12.798,6,4,Dormant,0,0
61,wb_mix_天气,15,80,0.000,23,23,Archived,0,0
62,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
62,wb_mix_昔涟主角,90,200,0.000,19,19,Archived,0,0
62,wb_mix_哀丽秘榭,70,150,93.546,4,4,Active,0,0
62,wb_mix_咖啡,45,100,50.177,1,1,Active,0,0
62,wb_mix_Blender,45,100,0.000,9,9,Archived,0,0
62,wb_mix_猫,45,100,0.000,10,10,Archived,0,0
62,wb_mix_星穹铁道,45,100,0.000,8,8,Archived,0,0
62,wb_mix_今天下午,15,80,0.000,28,26,Archived,0,0
62,wb_mix_上周电影,15,80,52.257,0,0,Active,1,0
62,wb_mix_天气,15,80,0.000,24,24,Archived,0,0
63,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
63,wb_mix_昔涟主角,90,200,0.000,20,20,Archived,0,0
63,wb_mix_哀丽秘榭,70,150,88.167,5,5,Active,0,0
63,wb_mix_咖啡,45,100,49.104,2,2,Active,0,0
63,wb_mix_Blender,45,100,0.000,10,10,Archived,0,0
63,wb_mix_猫,45,100,45.000,0,0,Active,1,0
63,wb_mix_星穹铁道,45,100,0.000,9,9,Archived,0,0
63,wb_mix_今天下午,15,80,0.000,29,27,Archived,0,0
63,wb_mix_上周电影,15,80,51.792,1,1,Active,0,0
63,wb_mix_天气,15,80,0.000,25,25,Archived,0,0
64,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
64,wb_mix_昔涟主角,90,200,0.000,21,21,Archived,0,0
64,wb_mix_哀丽秘榭,70,150,80.422,6,6,Active,0,0
64,wb_mix_咖啡,45,100,46.689,3,3,Active,0,0
64,wb_mix_Blender,45,100,45.000,0,0,Active,1,0
64,wb_mix_猫,45,100,44.732,1,1,Active,0,0
64,wb_mix_星穹铁道,45,100,0.000,10,10,Archived,0,0
64,wb_mix_今天下午,15,80,0.000,30,28,Archived,0,0
64,wb_mix_上周电影,15,80,49.933,2,2,Active,0,0
64,wb_mix_天气,15,80,0.000,26,26,Archived,0,0
65,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
65,wb_mix_昔涟主角,90,200,0.000,22,22,Archived,0,0
65,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,1
65,wb_mix_咖啡,45,100,42.395,4,4,Active,0,0
65,wb_mix_Blender,45,100,44.732,1,1,Active,0,0
65,wb_mix_猫,45,100,43.658,2,2,Active,0,0
65,wb_mix_星穹铁道,45,100,0.000,11,11,Archived,0,0
65,wb_mix_今天下午,15,80,0.000,31,29,Archived,0,0
65,wb_mix_上周电影,15,80,45.750,3,3,Active,0,0
65,wb_mix_天气,15,80,0.000,27,27,Archived,0,0
66,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
66,wb_mix_昔涟主角,90,200,0.000,23,23,Archived,0,0
66,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
66,wb_mix_咖啡,45,100,35.687,5,5,Active,0,0
66,wb_mix_Blender,45,100,43.658,2,2,Active,0,0
66,wb_mix_猫,45,100,41.243,3,3,Active,0,0
66,wb_mix_星穹铁道,45,100,0.000,12,12,Archived,0,0
66,wb_mix_今天下午,15,80,0.000,32,30,Archived,0,0
66,wb_mix_上周电影,15,80,38.314,4,4,Active,0,0
66,wb_mix_天气,15,80,0.000,28,28,Archived,0,0
67,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
67,wb_mix_昔涟主角,90,200,0.000,24,24,Archived,0,0
67,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
67,wb_mix_咖啡,45,100,26.027,6,6,Dormant,0,0
67,wb_mix_Blender,45,100,41.243,3,3,Active,0,0
67,wb_mix_猫,45,100,36.950,4,4,Active,0,0
67,wb_mix_星穹铁道,45,100,0.000,13,13,Archived,0,0
67,wb_mix_今天下午,15,80,0.000,33,31,Archived,0,0
67,wb_mix_上周电影,15,80,26.695,5,5,Dormant,0,0
67,wb_mix_天气,15,80,0.000,29,29,Archived,0,0
68,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
68,wb_mix_昔涟主角,90,200,0.000,25,25,Archived,0,0
68,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
68,wb_mix_咖啡,45,100,12.879,7,7,Dormant,0,0
68,wb_mix_Blender,45,100,36.950,4,4,Active,0,0
68,wb_mix_猫,45,100,30.242,5,5,Active,0,0
68,wb_mix_星穹铁道,45,100,0.000,14,14,Archived,0,0
68,wb_mix_今天下午,15,80,0.000,34,32,Archived,0,0
68,wb_mix_上周电影,15,80,9.964,6,6,Dormant,0,0
68,wb_mix_天气,15,80,0.000,30,30,Archived,0,0
69,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
69,wb_mix_昔涟主角,90,200,0.000,26,26,Archived,0,0
69,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
69,wb_mix_咖啡,45,100,0.000,8,8,Archived,0,0
69,wb_mix_Blender,45,100,30.242,5,5,Active,0,0
69,wb_mix_猫,45,100,20.582,6,6,Dormant,0,0
69,wb_mix_星穹铁道,45,100,0.000,15,15,Archived,0,0
69,wb_mix_今天下午,15,80,0.000,35,33,Archived,0,0
69,wb_mix_上周电影,15,80,0.000,7,7,Archived,0,0
69,wb_mix_天气,15,80,0.000,31,31,Archived,0,0
70,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
70,wb_mix_昔涟主角,90,200,0.000,27,27,Archived,0,0
70,wb_mix_哀丽秘榭,70,150,99.990,1,0,Active,0,1
70,wb_mix_咖啡,45,100,0.000,9,9,Archived,0,0
70,wb_mix_Blender,45,100,68.160,0,0,Active,1,0
70,wb_mix_猫,45,100,7.434,7,7,Dormant,0,0
70,wb_mix_星穹铁道,45,100,0.000,16,16,Archived,0,0
70,wb_mix_今天下午,15,80,0.000,36,34,Archived,0,0
70,wb_mix_上周电影,15,80,0.000,8,8,Archived,0,0
70,wb_mix_天气,15,80,0.000,32,32,Archived,0,0
71,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
71,wb_mix_昔涟主角,90,200,0.000,28,28,Archived,0,0
71,wb_mix_哀丽秘榭,70,150,99.980,2,0,Active,0,1
71,wb_mix_咖啡,45,100,0.000,10,10,Archived,0,0
71,wb_mix_Blender,45,100,67.891,1,1,Active,0,0
71,wb_mix_猫,45,100,0.000,8,8,Archived,0,0
71,wb_mix_星穹铁道,45,100,0.000,17,17,Archived,0,0
71,wb_mix_今天下午,15,80,0.000,37,35,Archived,0,0
71,wb_mix_上周电影,15,80,0.000,9,9,Archived,0,0
71,wb_mix_天气,15,80,0.000,33,33,Archived,0,0
72,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
72,wb_mix_昔涟主角,90,200,0.000,29,29,Archived,0,0
72,wb_mix_哀丽秘榭,70,150,98.331,3,1,Active,0,0
72,wb_mix_咖啡,45,100,0.000,11,11,Archived,0,0
72,wb_mix_Blender,45,100,66.818,2,2,Active,0,0
72,wb_mix_猫,45,100,0.000,9,9,Archived,0,0
72,wb_mix_星穹铁道,45,100,0.000,18,18,Archived,0,0
72,wb_mix_今天下午,15,80,0.000,38,36,Archived,0,0
72,wb_mix_上周电影,15,80,43.026,0,0,Active,1,0
72,wb_mix_天气,15,80,0.000,34,34,Archived,0,0
73,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
73,wb_mix_昔涟主角,90,200,0.000,30,30,Archived,0,0
73,wb_mix_哀丽秘榭,70,150,95.319,4,2,Active,0,0
73,wb_mix_咖啡,45,100,0.000,12,12,Archived,0,0
73,wb_mix_Blender,45,100,64.403,3,3,Active,0,0
73,wb_mix_猫,45,100,0.000,10,10,Archived,0,0
73,wb_mix_星穹铁道,45,100,0.000,19,19,Archived,0,0
73,wb_mix_今天下午,15,80,0.000,39,37,Archived,0,0
73,wb_mix_上周电影,15,80,42.561,1,1,Active,0,0
73,wb_mix_天气,15,80,0.000,35,35,Archived,0,0
74,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
74,wb_mix_昔涟主角,90,200,0.000,31,31,Archived,0,0
74,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
74,wb_mix_咖啡,45,100,0.000,13,13,Archived,0,0
74,wb_mix_Blender,45,100,64.078,4,0,Active,0,1
74,wb_mix_猫,45,100,0.000,11,11,Archived,0,0
74,wb_mix_星穹铁道,45,100,0.000,20,20,Archived,0,0
74,wb_mix_今天下午,15,80,0.000,40,38,Archived,0,0
74,wb_mix_上周电影,15,80,40.702,2,2,Active,0,0
74,wb_mix_天气,15,80,0.000,36,36,Archived,0,0
75,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
75,wb_mix_昔涟主角,90,200,0.000,32,32,Archived,0,0
75,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
75,wb_mix_咖啡,45,100,0.000,14,14,Archived,0,0
75,wb_mix_Blender,45,100,58.443,5,1,Active,0,0
75,wb_mix_猫,45,100,0.000,12,12,Archived,0,0
75,wb_mix_星穹铁道,45,100,0.000,21,21,Archived,0,0
75,wb_mix_今天下午,15,80,0.000,41,39,Archived,0,0
75,wb_mix_上周电影,15,80,36.519,3,3,Active,0,0
75,wb_mix_天气,15,80,0.000,37,37,Archived,0,0
76,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
76,wb_mix_昔涟主角,90,200,0.000,33,33,Archived,0,0
76,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
76,wb_mix_咖啡,45,100,0.000,15,15,Archived,0,0
76,wb_mix_Blender,45,100,50.214,6,2,Active,0,0
76,wb_mix_猫,45,100,0.000,13,13,Archived,0,0
76,wb_mix_星穹铁道,45,100,0.000,22,22,Archived,0,0
76,wb_mix_今天下午,15,80,0.000,42,40,Archived,0,0
76,wb_mix_上周电影,15,80,29.083,4,4,Dormant,0,0
76,wb_mix_天气,15,80,0.000,38,38,Archived,0,0
77,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
77,wb_mix_昔涟主角,90,200,0.000,34,34,Archived,0,0
77,wb_mix_哀丽秘榭,70,150,99.990,1,0,Active,0,1
77,wb_mix_咖啡,45,100,0.000,16,16,Archived,0,0
77,wb_mix_Blender,45,100,38.855,7,3,Active,0,0
77,wb_mix_猫,45,100,0.000,14,14,Archived,0,0
77,wb_mix_星穹铁道,45,100,0.000,23,23,Archived,0,0
77,wb_mix_今天下午,15,80,0.000,43,41,Archived,0,0
77,wb_mix_上周电影,15,80,17.464,5,5,Dormant,0,0
77,wb_mix_天气,15,80,0.000,39,39,Archived,0,0
78,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
78,wb_mix_昔涟主角,90,200,90.000,0,0,Active,1,0
78,wb_mix_哀丽秘榭,70,150,99.237,2,1,Active,0,0
78,wb_mix_咖啡,45,100,0.000,17,17,Archived,0,0
78,wb_mix_Blender,45,100,23.829,8,4,Dormant,0,0
78,wb_mix_猫,45,100,0.000,15,15,Archived,0,0
78,wb_mix_星穹铁道,45,100,0.000,24,24,Archived,0,0
78,wb_mix_今天下午,15,80,0.000,44,42,Archived,0,0
78,wb_mix_上周电影,15,80,0.733,6,6,Dormant,0,0
78,wb_mix_天气,15,80,0.000,40,40,Archived,0,0
79,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
79,wb_mix_昔涟主角,90,200,89.810,1,1,Active,0,0
79,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
79,wb_mix_咖啡,45,100,0.000,18,18,Archived,0,0
79,wb_mix_Blender,45,100,4.598,9,5,Dormant,0,0
79,wb_mix_猫,45,100,0.000,16,16,Archived,0,0
79,wb_mix_星穹铁道,45,100,0.000,25,25,Archived,0,0
79,wb_mix_今天下午,15,80,0.000,45,43,Archived,0,0
79,wb_mix_上周电影,15,80,0.000,7,7,Archived,0,0
79,wb_mix_天气,15,80,0.000,41,41,Archived,0,0
80,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
80,wb_mix_昔涟主角,90,200,89.051,2,2,Active,0,0
80,wb_mix_哀丽秘榭,70,150,99.785,1,1,Active,0,0
80,wb_mix_咖啡,45,100,0.000,19,19,Archived,0,0
80,wb_mix_Blender,45,100,0.000,10,6,Archived,0,0
80,wb_mix_猫,45,100,0.000,17,17,Archived,0,0
80,wb_mix_星穹铁道,45,100,0.000,26,26,Archived,0,0
80,wb_mix_今天下午,15,80,0.000,46,44,Archived,0,0
80,wb_mix_上周电影,15,80,0.000,8,8,Archived,0,0
80,wb_mix_天气,15,80,0.000,42,42,Archived,0,0
81,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
81,wb_mix_昔涟主角,90,200,87.344,3,3,Active,0,0
81,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
81,wb_mix_咖啡,45,100,0.000,20,20,Archived,0,0
81,wb_mix_Blender,45,100,0.000,11,7,Archived,0,0
81,wb_mix_猫,45,100,0.000,18,18,Archived,0,0
81,wb_mix_星穹铁道,45,100,0.000,27,27,Archived,0,0
81,wb_mix_今天下午,15,80,0.000,47,45,Archived,0,0
81,wb_mix_上周电影,15,80,0.000,9,9,Archived,0,0
81,wb_mix_天气,15,80,0.000,43,43,Archived,0,0
82,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
82,wb_mix_昔涟主角,90,200,84.308,4,4,Active,0,0
82,wb_mix_哀丽秘榭,70,150,100.000,0,0,Active,1,0
82,wb_mix_咖啡,45,100,0.000,21,21,Archived,0,0
82,wb_mix_Blender,45,100,0.000,12,8,Archived,0,0
82,wb_mix_猫,45,100,0.000,19,19,Archived,0,0
82,wb_mix_星穹铁道,45,100,0.000,28,28,Archived,0,0
82,wb_mix_今天下午,15,80,0.000,48,46,Archived,0,0
82,wb_mix_上周电影,15,80,0.000,10,10,Archived,0,0
82,wb_mix_天气,15,80,0.000,44,44,Archived,0,0
83,wb_mix_测试常驻,100,200,0.000,0,0,Archived,0,0
83,wb_mix_昔涟主角,90,200,79.564,5,5,Active,0,0
